county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
Bishop Paiute Tribal Council,5/23/2020,,,,,
Alameda County,5/24/2020,533,432,91,91,
Alpine County,5/24/2020,,,,,
Amador County,5/24/2020,,,,,
Butte County,5/24/2020,111,111,,,
Calaveras County,5/24/2020,73,23,,,
Colusa County,5/24/2020,,,,,
Contra Costa County,5/24/2020,568,368,,,
Del Norte County,5/24/2020,20,,,,
El Dorado County,5/24/2020,26,13,,,
Fresno County,5/24/2020,305,250,28,28,
Glenn County,5/24/2020,,,,,
Humboldt County,5/24/2020,74,51,15,,
Imperial County,5/24/2020,132,132,37,,
Inyo County,5/24/2020,,,,,
Kern County,5/24/2020,,,15,15,
Kings County,5/24/2020,41,39,,,
Lake County,5/24/2020,15,,,,
Lassen County,5/24/2020,,,,,
Los Angeles County,5/24/2020,4233,2777,651,651,
Madera County ,5/24/2020,17,17,,,
Marin County ,5/24/2020,191,115,44,,
Mariposa County,5/24/2020,44,15,,,
Mendocino County,5/24/2020,189,150,,,
Merced County,5/24/2020,112,74,,,
Modoc County,5/24/2020,,,,,
Mono County,5/24/2020,,,,,
Monterey County,5/24/2020,142,98,108,15,
Napa County ,5/24/2020,97,50,18,12,
Nevada County ,5/24/2020,70,,,,
Orange County,5/24/2020,666,356,78,78,
Placer County,5/24/2020,73,44,12,12,
Plumas County,5/24/2020,,,,,
Riverside County,5/24/2020,330,330,15,15,
Sacramento County,5/24/2020,423,385,63,63,
San Benito County,5/24/2020,67,45,,,
San Bernardino County,5/24/2020,50,37,20,,20
San Diego County,5/24/2020,1617,284,44,44,
San Francisco,5/24/2020,2678,1047,91,91,
San Joaquin County,5/24/2020,76,49,,,
San Luis Obispo County,5/24/2020,155,,14,14,
San Mateo County,5/24/2020,163,163,,,
Santa Barbara County,5/24/2020,146,123,,,
Santa Clara County,5/24/2020,689,439,105,105,
Santa Cruz County,5/24/2020,118,93,35,,
Shasta County,5/24/2020,30,25,,,
Sierra County,5/24/2020,,,,,
Siskiyou County,5/24/2020,,,,,
Solano County,5/24/2020,238,37,,,
Sonoma County,5/24/2020,157,82,,,
Stanislaus County,5/24/2020,121,97,,,
Sutter County,5/24/2020,19,19,,,
Tehama County,5/24/2020,,,,,
Trinity County,5/24/2020,,,,,
Tulare County,5/24/2020,113,43,,,
Tuolumne County,5/24/2020,50,,,,
Ventura County,5/24/2020,388,328,,,
Yolo County,5/24/2020,245,227,,,
Yuba County,5/24/2020,33,18,,,
Wilton Rancheria Tribe,5/24/2020,,,,,
Bishop Paiute Tribal Council,5/24/2020,,,,,
Alameda County,5/25/2020,533,432,91,91,
Alpine County,5/25/2020,,,,,
Amador County,5/25/2020,,,,,
Butte County,5/25/2020,111,111,,,
Calaveras County,5/25/2020,73,23,,,
Colusa County,5/25/2020,,,,,
Contra Costa County,5/25/2020,568,368,,,
Del Norte County,5/25/2020,20,,,,
El Dorado County,5/25/2020,26,13,,,
Fresno County,5/25/2020,305,250,28,28,
Glenn County,5/25/2020,,,,,
Humboldt County,5/25/2020,74,51,15,,
Imperial County,5/25/2020,132,132,37,,
Inyo County,5/25/2020,,,,,
Kern County,5/25/2020,,,15,15,
Kings County,5/25/2020,41,39,,,
Lake County,5/25/2020,15,,,,
Lassen County,5/25/2020,,,,,
Los Angeles County,5/25/2020,4233,2808,651,651,
Madera County ,5/25/2020,17,17,,,
Marin County ,5/25/2020,191,115,44,,
Mariposa County,5/25/2020,44,15,,,
Mendocino County,5/25/2020,189,150,,,
Merced County,5/25/2020,112,74,,,
Modoc County,5/25/2020,,,,,
Mono County,5/25/2020,,,,,
Monterey County,5/25/2020,142,98,108,15,
Napa County ,5/25/2020,97,50,18,12,
Nevada County ,5/25/2020,70,,,,
Orange County,5/25/2020,666,356,78,78,
Placer County,5/25/2020,73,44,12,12,
Plumas County,5/25/2020,,,,,
Riverside County,5/25/2020,330,330,15,15,
Sacramento County,5/25/2020,423,385,63,63,
San Benito County,5/25/2020,67,45,,,
San Bernardino County,5/25/2020,50,37,20,,20
San Diego County,5/25/2020,1617,287,44,44,
San Francisco,5/25/2020,2678,1074,91,91,
San Joaquin County,5/25/2020,76,49,,,
San Luis Obispo County,5/25/2020,155,,14,14,
San Mateo County,5/25/2020,163,163,,,
Santa Barbara County,5/25/2020,146,123,,,
Santa Clara County,5/25/2020,689,439,105,105,
Santa Cruz County,5/25/2020,118,93,35,,
Shasta County,5/25/2020,30,25,,,
Sierra County,5/25/2020,,,,,
Siskiyou County,5/25/2020,,,,,
Solano County,5/25/2020,238,37,,,
Sonoma County,5/25/2020,157,82,,,
Stanislaus County,5/25/2020,121,97,,,
Sutter County,5/25/2020,19,19,,,
Tehama County,5/25/2020,,,,,
Trinity County,5/25/2020,,,,,
Tulare County,5/25/2020,113,43,,,
Tuolumne County,5/25/2020,50,,,,
Ventura County,5/25/2020,388,328,,,
Yolo County,5/25/2020,245,227,,,
Yuba County,5/25/2020,33,18,,,
Wilton Rancheria Tribe,5/25/2020,,,,,
Bishop Paiute Tribal Council,5/25/2020,,,,,
Alameda County,5/26/2020,533,436,91,91,
Alpine County,5/26/2020,,,,,
Amador County,5/26/2020,,,,,
Butte County,5/26/2020,114,114,,,
Calaveras County,5/26/2020,73,23,,,
Colusa County,5/26/2020,,,,,
Contra Costa County,5/26/2020,568,368,,,
Del Norte County,5/26/2020,20,,,,
El Dorado County,5/26/2020,26,13,,,
Fresno County,5/26/2020,305,250,28,28,
Glenn County,5/26/2020,,,,,
Humboldt County,5/26/2020,74,46,15,,
Imperial County,5/26/2020,132,132,37,,
Inyo County,5/26/2020,,,,,
Kern County,5/26/2020,,,15,15,
Kings County,5/26/2020,41,40,,,
Lake County,5/26/2020,15,,,,
Lassen County,5/26/2020,,,,,
Los Angeles County,5/26/2020,4233,2801,651,651,
Madera County ,5/26/2020,17,17,,,
Marin County ,5/26/2020,191,115,44,,
Mariposa County,5/26/2020,44,12,,,
Mendocino County,5/26/2020,190,151,,,
Merced County,5/26/2020,112,74,,,
Modoc County,5/26/2020,,,,,
Mono County,5/26/2020,,,,,
Monterey County,5/26/2020,142,98,108,15,
Napa County ,5/26/2020,97,49,18,12,
Nevada County ,5/26/2020,70,,,,
Orange County,5/26/2020,666,413,78,78,
Placer County,5/26/2020,73,44,12,12,
Plumas County,5/26/2020,14,14,,,
Riverside County,5/26/2020,334,334,15,15,
Sacramento County,5/26/2020,423,385,63,63,
San Benito County,5/26/2020,67,52,,,
San Bernardino County,5/26/2020,50,37,20,,20
San Diego County,5/26/2020,1617,286,44,44,
San Francisco,5/26/2020,2678,1057,91,91,
San Joaquin County,5/26/2020,76,49,,,
San Luis Obispo County,5/26/2020,155,,14,14,
San Mateo County,5/26/2020,167,167,,,
Santa Barbara County,5/26/2020,146,123,,,
Santa Clara County,5/26/2020,689,439,105,105,
Santa Cruz County,5/26/2020,118,93,35,,
Shasta County,5/26/2020,30,27,,,
Sierra County,5/26/2020,,,,,
Siskiyou County,5/26/2020,,,,,
Solano County,5/26/2020,238,37,,,
Sonoma County,5/26/2020,157,82,,,
Stanislaus County,5/26/2020,122,97,,,
Sutter County,5/26/2020,19,19,,,
Tehama County,5/26/2020,,,,,
Trinity County,5/26/2020,,,,,
Tulare County,5/26/2020,113,43,,,
Tuolumne County,5/26/2020,50,,,,
Ventura County,5/26/2020,388,324,,,
Yolo County,5/26/2020,245,220,,,
Yuba County,5/26/2020,33,18,,,
Wilton Rancheria Tribe,5/26/2020,,,,,
Bishop Paiute Tribal Council,5/26/2020,,,,,
Alameda County,5/27/2020,533,437,91,91,
Alpine County,5/27/2020,,,,,
Amador County,5/27/2020,,,,,
Butte County,5/27/2020,118,118,,,
Calaveras County,5/27/2020,73,23,,,
Colusa County,5/27/2020,,,,,
Contra Costa County,5/27/2020,568,375,,,
Del Norte County,5/27/2020,20,,,,
El Dorado County,5/27/2020,26,13,,,
Fresno County,5/27/2020,305,250,28,28,
Glenn County,5/27/2020,,,,,
Humboldt County,5/27/2020,74,43,15,,
Imperial County,5/27/2020,132,132,37,,
Inyo County,5/27/2020,,,,,
Kern County,5/27/2020,,,15,15,
Kings County,5/27/2020,41,40,,,
Lake County,5/27/2020,15,,,,
Lassen County,5/27/2020,,,,,
Los Angeles County,5/27/2020,4233,2867,651,651,
Madera County ,5/27/2020,17,17,,,
Marin County ,5/27/2020,189,109,44,,
Mariposa County,5/27/2020,44,12,,,
Mendocino County,5/27/2020,191,153,,,
Merced County,5/27/2020,112,74,,,
Modoc County,5/27/2020,,,,,
Mono County,5/27/2020,,,,,
Monterey County,5/27/2020,142,98,108,15,
Napa County ,5/27/2020,97,49,18,12,
Nevada County ,5/27/2020,70,,,,
Orange County,5/27/2020,666,433,78,78,
Placer County,5/27/2020,73,40,12,12,
Plumas County,5/27/2020,14,14,,,
Riverside County,5/27/2020,330,330,15,15,
Sacramento County,5/27/2020,423,371,63,63,
San Benito County,5/27/2020,67,64,,,
San Bernardino County,5/27/2020,50,37,20,,20
San Diego County,5/27/2020,1617,275,44,44,
San Francisco,5/27/2020,2678,1070,91,91,
San Joaquin County,5/27/2020,76,50,,,
San Luis Obispo County,5/27/2020,155,,14,14,
San Mateo County,5/27/2020,166,166,,,
Santa Barbara County,5/27/2020,145,123,,,
Santa Clara County,5/27/2020,689,447,105,105,
Santa Cruz County,5/27/2020,118,99,35,,
Shasta County,5/27/2020,30,28,,,
Sierra County,5/27/2020,,,,,
Siskiyou County,5/27/2020,,,,,
Solano County,5/27/2020,238,44,,,
Sonoma County,5/27/2020,157,82,,,
Stanislaus County,5/27/2020,122,97,,,
Sutter County,5/27/2020,19,19,,,
Tehama County,5/27/2020,,,,,
Trinity County,5/27/2020,,,,,
Tulare County,5/27/2020,113,47,,,
Tuolumne County,5/27/2020,50,,,,
Ventura County,5/27/2020,388,320,,,
Yolo County,5/27/2020,245,219,,,
Yuba County,5/27/2020,22,18,,,
Wilton Rancheria Tribe,5/27/2020,,,,,
Bishop Paiute Tribal Council,5/27/2020,,,,,
Alameda County,5/28/2020,533,430,91,91,
Alpine County,5/28/2020,,,,,
Amador County,5/28/2020,,,,,
Butte County,5/28/2020,118,118,,,
Calaveras County,5/28/2020,73,23,,,
Colusa County,5/28/2020,,,,,
Contra Costa County,5/28/2020,568,391,,,
Del Norte County,5/28/2020,20,11,,,
El Dorado County,5/28/2020,26,13,,,
Fresno County,5/28/2020,305,250,28,28,
Glenn County,5/28/2020,,,,,
Humboldt County,5/28/2020,74,44,15,,
Imperial County,5/28/2020,132,132,37,,
Inyo County,5/28/2020,,,,,
Kern County,5/28/2020,,,15,15,
Kings County,5/28/2020,41,40,,,
Lake County,5/28/2020,15,,,,
Lassen County,5/28/2020,,,,,
Los Angeles County,5/28/2020,4233,2980,651,651,
Madera County ,5/28/2020,17,17,,,
Marin County ,5/28/2020,189,109,44,,
Mariposa County,5/28/2020,44,12,,,
Mendocino County,5/28/2020,191,153,,,
Merced County,5/28/2020,112,74,,,
Modoc County,5/28/2020,,,,,
Mono County,5/28/2020,,,,,
Monterey County,5/28/2020,142,98,108,15,
Napa County ,5/28/2020,97,49,18,12,
Nevada County ,5/28/2020,70,,,,
Orange County,5/28/2020,666,452,78,78,
Placer County,5/28/2020,73,40,12,12,
Plumas County,5/28/2020,14,14,,,
Riverside County,5/28/2020,329,329,15,15,
Sacramento County,5/28/2020,423,371,63,63,
San Benito County,5/28/2020,67,63,,,
San Bernardino County,5/28/2020,50,37,20,,20
San Diego County,5/28/2020,1617,277,44,44,
San Francisco,5/28/2020,2678,1081,91,91,
San Joaquin County,5/28/2020,76,50,,,
San Luis Obispo County,5/28/2020,155,,14,14,
San Mateo County,5/28/2020,163,163,,,
Santa Barbara County,5/28/2020,142,121,,,
Santa Clara County,5/28/2020,689,447,105,105,
Santa Cruz County,5/28/2020,118,99,35,,
Shasta County,5/28/2020,30,28,,,
Sierra County,5/28/2020,,,,,
Siskiyou County,5/28/2020,,,,,
Solano County,5/28/2020,238,44,,,
Sonoma County,5/28/2020,157,82,,,
Stanislaus County,5/28/2020,121,96,,,
Sutter County,5/28/2020,19,19,,,
Tehama County,5/28/2020,,,,,
Trinity County,5/28/2020,,,,,
Tulare County,5/28/2020,113,51,,,
Tuolumne County,5/28/2020,50,,,,
Ventura County,5/28/2020,388,320,,,
Yolo County,5/28/2020,245,219,,,
Yuba County,5/28/2020,23,17,,,
Wilton Rancheria Tribe,5/28/2020,,,,,
Bishop Paiute Tribal Council,5/28/2020,,,,,
Alameda County,5/29/2020,533,430,91,91,
Alpine County,5/29/2020,,,,,
Amador County,5/29/2020,,,,,
Butte County,5/29/2020,123,123,,,
Calaveras County,5/29/2020,73,23,,,
Colusa County,5/29/2020,,,,,
Contra Costa County,5/29/2020,568,409,,,
Del Norte County,5/29/2020,20,11,,,
El Dorado County,5/29/2020,26,13,,,
Fresno County,5/29/2020,305,250,28,28,
Glenn County,5/29/2020,,,,,
Humboldt County,5/29/2020,74,44,15,,
Imperial County,5/29/2020,132,132,37,,
Inyo County,5/29/2020,,,,,
Kern County,5/29/2020,,,15,15,
Kings County,5/29/2020,41,40,,,
Lake County,5/29/2020,15,,,,
Lassen County,5/29/2020,,,,,
Los Angeles County,5/29/2020,4229,3072,651,651,
Madera County ,5/29/2020,17,17,,,
Marin County ,5/29/2020,190,109,44,,
Mariposa County,5/29/2020,44,,,,
Mendocino County,5/29/2020,191,153,,,
Merced County,5/29/2020,112,74,,,
Modoc County,5/29/2020,,,,,
Mono County,5/29/2020,,,,,
Monterey County,5/29/2020,142,98,108,15,
Napa County ,5/29/2020,97,49,18,12,
Nevada County ,5/29/2020,70,,,,
Orange County,5/29/2020,666,470,78,78,
Placer County,5/29/2020,73,40,12,12,
Plumas County,5/29/2020,14,14,,,
Riverside County,5/29/2020,334,334,15,15,
Sacramento County,5/29/2020,423,371,63,63,
San Benito County,5/29/2020,67,50,,,
San Bernardino County,5/29/2020,50,37,20,,20
San Diego County,5/29/2020,1617,276,44,44,
San Francisco,5/29/2020,2809,1154,91,91,
San Joaquin County,5/29/2020,76,52,,,
San Luis Obispo County,5/29/2020,155,,14,14,
San Mateo County,5/29/2020,166,166,,,
Santa Barbara County,5/29/2020,141,121,,,
Santa Clara County,5/29/2020,649,442,105,105,
Santa Cruz County,5/29/2020,118,99,35,,
Shasta County,5/29/2020,35,27,,,
Sierra County,5/29/2020,,,,,
Siskiyou County,5/29/2020,,,,,
Solano County,5/29/2020,198,53,,,
Sonoma County,5/29/2020,157,82,,,
Stanislaus County,5/29/2020,121,96,,,
Sutter County,5/29/2020,19,19,,,
Tehama County,5/29/2020,,,,,
Trinity County,5/29/2020,,,,,
Tulare County,5/29/2020,113,51,,,
Tuolumne County,5/29/2020,50,,,,
Ventura County,5/29/2020,388,320,,,
Yolo County,5/29/2020,245,214,,,
Yuba County,5/29/2020,28,16,,,
Wilton Rancheria Tribe,5/29/2020,,,,,
Bishop Paiute Tribal Council,5/29/2020,,,,,
Alameda County,6/1/2020,533,430,91,91,
Alpine County,6/1/2020,,,,,
Amador County,6/1/2020,,,,,
Butte County,6/1/2020,119,119,,,
Calaveras County,6/1/2020,73,25,,,
Colusa County,6/1/2020,,,,,
Contra Costa County,6/1/2020,568,419,,,
Del Norte County,6/1/2020,20,13,,,
El Dorado County,6/1/2020,26,13,,,
Fresno County,6/1/2020,305,250,28,28,
Glenn County,6/1/2020,,,,,
Humboldt County,6/1/2020,74,44,15,,
Imperial County,6/1/2020,132,132,37,,
Inyo County,6/1/2020,,,,,
Kern County,6/1/2020,,,15,15,
Kings County,6/1/2020,41,41,,,
Lake County,6/1/2020,15,,,,
Lassen County,6/1/2020,,,,,
Los Angeles County,6/1/2020,4229,3072,651,651,
Madera County ,6/1/2020,17,17,,,
Marin County ,6/1/2020,190,114,44,,
Mariposa County,6/1/2020,44,,,,
Mendocino County,6/1/2020,191,153,,,
Merced County,6/1/2020,112,74,,,
Modoc County,6/1/2020,,,,,
Mono County,6/1/2020,,,,,
Monterey County,6/1/2020,142,98,108,15,
Napa County ,6/1/2020,97,53,18,12,
Nevada County ,6/1/2020,70,,,,
Orange County,6/1/2020,666,474,78,78,
Placer County,6/1/2020,73,40,12,12,
Plumas County,6/1/2020,14,14,,,
Riverside County,6/1/2020,339,339,15,15,
Sacramento County,6/1/2020,423,371,63,63,
San Benito County,6/1/2020,67,50,,,
San Bernardino County,6/1/2020,50,37,20,,20
San Diego County,6/1/2020,1617,272,44,44,
San Francisco,6/1/2020,2809,1154,91,91,
San Joaquin County,6/1/2020,76,52,,,
San Luis Obispo County,6/1/2020,155,,14,14,
San Mateo County,6/1/2020,166,166,,,
Santa Barbara County,6/1/2020,141,140,,,
Santa Clara County,6/1/2020,649,442,105,105,
Santa Cruz County,6/1/2020,118,99,35,,
Shasta County,6/1/2020,35,27,,,
Sierra County,6/1/2020,,,,,
Siskiyou County,6/1/2020,,,,,
Solano County,6/1/2020,198,54,,,
Sonoma County,6/1/2020,157,82,,,
Stanislaus County,6/1/2020,121,96,,,
Sutter County,6/1/2020,19,19,,,
Tehama County,6/1/2020,,,,,
Trinity County,6/1/2020,,,,,
Tulare County,6/1/2020,113,51,,,
Tuolumne County,6/1/2020,50,34,,,
Ventura County,6/1/2020,388,314,,,
Yolo County,6/1/2020,245,216,,,
Yuba County,6/1/2020,28,16,,,
Wilton Rancheria Tribe,6/1/2020,,,,,
Bishop Paiute Tribal Council,6/1/2020,,,,,
Alameda County,6/2/2020,533,420,91,91,
Alpine County,6/2/2020,,,,,
Amador County,6/2/2020,,,,,
Butte County,6/2/2020,119,119,,,
Calaveras County,6/2/2020,73,25,,,
Colusa County,6/2/2020,,,,,
Contra Costa County,6/2/2020,567,421,,,
Del Norte County,6/2/2020,20,13,,,
El Dorado County,6/2/2020,26,13,,,
Fresno County,6/2/2020,305,250,28,28,
Glenn County,6/2/2020,,,,,
Humboldt County,6/2/2020,74,41,15,,
Imperial County,6/2/2020,126,93,37,,
Inyo County,6/2/2020,,,,,
Kern County,6/2/2020,,15,15,15,
Kings County,6/2/2020,41,41,,,
Lake County,6/2/2020,15,,,,
Lassen County,6/2/2020,,,,,
Los Angeles County,6/2/2020,4320,3265,651,651,
Madera County ,6/2/2020,17,17,,,
Marin County ,6/2/2020,190,116,44,,
Mariposa County,6/2/2020,44,,,,
Mendocino County,6/2/2020,187,147,,,
Merced County,6/2/2020,112,74,,,
Modoc County,6/2/2020,,,,,
Mono County,6/2/2020,,,,,
Monterey County,6/2/2020,142,98,108,15,
Napa County ,6/2/2020,97,49,18,12,
Nevada County ,6/2/2020,70,,,,
Orange County,6/2/2020,666,481,78,78,
Placer County,6/2/2020,73,40,12,12,
Plumas County,6/2/2020,14,14,,,
Riverside County,6/2/2020,342,342,15,15,
Sacramento County,6/2/2020,423,390,63,63,
San Benito County,6/2/2020,67,59,,,
San Bernardino County,6/2/2020,50,37,20,,20
San Diego County,6/2/2020,1617,273,44,44,
San Francisco,6/2/2020,2253,1176,91,91,
San Joaquin County,6/2/2020,76,54,,,
San Luis Obispo County,6/2/2020,155,,14,14,
San Mateo County,6/2/2020,163,163,,,
Santa Barbara County,6/2/2020,132,130,,,
Santa Clara County,6/2/2020,649,456,105,105,
Santa Cruz County,6/2/2020,118,108,35,,
Shasta County,6/2/2020,35,27,,,
Sierra County,6/2/2020,,,,,
Siskiyou County,6/2/2020,,,,,
Solano County,6/2/2020,203,66,,,
Sonoma County,6/2/2020,157,52,,,
Stanislaus County,6/2/2020,122,97,,,
Sutter County,6/2/2020,19,19,,,
Tehama County,6/2/2020,,,,,
Trinity County,6/2/2020,,,,,
Tulare County,6/2/2020,113,55,,,
Tuolumne County,6/2/2020,50,34,,,
Ventura County,6/2/2020,388,312,,,
Yolo County,6/2/2020,245,216,,,
Yuba County,6/2/2020,28,16,,,
Wilton Rancheria Tribe,6/2/2020,,,,,
Bishop Paiute Tribal Council,6/2/2020,,,,,
Alameda County,6/3/2020,533,421,91,91,
Alpine County,6/3/2020,,,,,
Amador County,6/3/2020,,,,,
Butte County,6/3/2020,122,122,,,
Calaveras County,6/3/2020,73,25,,,
Colusa County,6/3/2020,,,,,
Contra Costa County,6/3/2020,567,421,,,
Del Norte County,6/3/2020,20,14,,,
El Dorado County,6/3/2020,26,17,,,
Fresno County,6/3/2020,305,250,28,28,
Glenn County,6/3/2020,,,,,
Humboldt County,6/3/2020,74,44,15,,
Imperial County,6/3/2020,126,93,37,,
Inyo County,6/3/2020,,,,,
Kern County,6/3/2020,,15,15,15,
Kings County,6/3/2020,41,41,,,
Lake County,6/3/2020,15,,,,
Lassen County,6/3/2020,,,,,
Los Angeles County,6/3/2020,4320,3312,651,651,
Madera County ,6/3/2020,17,17,,,
Marin County ,6/3/2020,190,123,44,,
Mariposa County,6/3/2020,44,,,,
Mendocino County,6/3/2020,187,147,,,
Merced County,6/3/2020,112,74,,,
Modoc County,6/3/2020,,,,,
Mono County,6/3/2020,,,,,
Monterey County,6/3/2020,142,98,108,15,
Napa County ,6/3/2020,97,49,18,12,
Nevada County ,6/3/2020,70,,,,
Orange County,6/3/2020,666,477,78,78,
Placer County,6/3/2020,73,40,12,12,
Plumas County,6/3/2020,14,14,,,
Riverside County,6/3/2020,350,350,15,15,
Sacramento County,6/3/2020,423,397,63,63,
San Benito County,6/3/2020,67,59,,,
San Bernardino County,6/3/2020,50,37,20,,20
San Diego County,6/3/2020,1617,268,44,44,
San Francisco,6/3/2020,2253,1200,91,91,
San Joaquin County,6/3/2020,76,54,,,
San Luis Obispo County,6/3/2020,155,,14,14,
San Mateo County,6/3/2020,164,164,,,
Santa Barbara County,6/3/2020,129,126,,,
Santa Clara County,6/3/2020,674,462,105,105,
Santa Cruz County,6/3/2020,118,107,35,,
Shasta County,6/3/2020,35,27,,,
Sierra County,6/3/2020,,,,,
Siskiyou County,6/3/2020,,,,,
Solano County,6/3/2020,203,66,,,
Sonoma County,6/3/2020,157,52,,,
Stanislaus County,6/3/2020,123,96,,,
Sutter County,6/3/2020,19,19,,,
Tehama County,6/3/2020,,,,,
Trinity County,6/3/2020,,,,,
Tulare County,6/3/2020,113,56,,,
Tuolumne County,6/3/2020,50,34,,,
Ventura County,6/3/2020,388,312,,,
Yolo County,6/3/2020,245,211,,,
Yuba County,6/3/2020,28,16,,,
Wilton Rancheria Tribe,6/3/2020,,,,,
Bishop Paiute Tribal Council,6/3/2020,,,,,
Alameda County,6/4/2020,533,421,91,91,
Alpine County,6/4/2020,,,,,
Amador County,6/4/2020,,,,,
Butte County,6/4/2020,122,122,,,
Calaveras County,6/4/2020,73,25,,,
Colusa County,6/4/2020,,,,,
Contra Costa County,6/4/2020,568,429,,,
Del Norte County,6/4/2020,20,14,,,
El Dorado County,6/4/2020,26,17,,,
Fresno County,6/4/2020,305,250,28,28,
Glenn County,6/4/2020,,,,,
Humboldt County,6/4/2020,74,47,15,,
Imperial County,6/4/2020,126,96,37,,
Inyo County,6/4/2020,,,,,
Kern County,6/4/2020,,15,15,15,
Kings County,6/4/2020,41,40,,,
Lake County,6/4/2020,15,,,,
Lassen County,6/4/2020,,,,,
Los Angeles County,6/4/2020,4320,3345,651,651,
Madera County ,6/4/2020,17,17,,,
Marin County ,6/4/2020,195,131,44,,
Mariposa County,6/4/2020,44,,,,
Mendocino County,6/4/2020,180,141,,,
Merced County,6/4/2020,112,74,,,
Modoc County,6/4/2020,,,,,
Mono County,6/4/2020,,,,,
Monterey County,6/4/2020,142,98,108,15,
Napa County ,6/4/2020,97,49,18,12,
Nevada County ,6/4/2020,70,,,,
Orange County,6/4/2020,666,475,78,78,
Placer County,6/4/2020,73,40,12,12,
Plumas County,6/4/2020,,,,,
Riverside County,6/4/2020,355,355,15,15,
Sacramento County,6/4/2020,423,397,63,63,
San Benito County,6/4/2020,97,70,,,
San Bernardino County,6/4/2020,50,37,20,,20
San Diego County,6/4/2020,1617,268,44,44,
San Francisco,6/4/2020,2253,1223,91,91,
San Joaquin County,6/4/2020,76,58,,,
San Luis Obispo County,6/4/2020,155,,14,14,
San Mateo County,6/4/2020,165,165,,,
Santa Barbara County,6/4/2020,128,124,,,
Santa Clara County,6/4/2020,674,462,105,105,
Santa Cruz County,6/4/2020,118,107,35,,
Shasta County,6/4/2020,35,27,,,
Sierra County,6/4/2020,,,,,
Siskiyou County,6/4/2020,,,,,
Solano County,6/4/2020,203,74,,,
Sonoma County,6/4/2020,157,52,,,
Stanislaus County,6/4/2020,123,96,,,
Sutter County,6/4/2020,19,19,,,
Tehama County,6/4/2020,,,,,
Trinity County,6/4/2020,,,,,
Tulare County,6/4/2020,113,58,,,
Tuolumne County,6/4/2020,50,34,,,
Ventura County,6/4/2020,388,314,,,
Yolo County,6/4/2020,245,212,,,
Yuba County,6/4/2020,15,15,,,
